Data Medicao;Hora Medicao;VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2015-07-01;0200;302;2,9;,8;
2015-07-01;0300;327;4,7;1,9;
2015-07-01;0400;281;5,1;1,5;
2015-07-01;0500;258;3,5;1,8;
2015-07-01;0600;281;3,7;1,7;
2015-07-01;0700;267;5,7;2,3;
2015-07-01;0800;268;5,2;2;
2015-07-01;0900;236;5,2;1,5;
2015-07-01;1000;298;4,2;,5;
2015-07-01;1100;146;1,4;,1;
2015-07-01;1200;173;2,2;,5;
2015-07-01;1300;187;3,3;1,4;
2015-07-01;1400;202;2,8;,1;
2015-07-01;1500;138;2,9;,2;
2015-07-01;1600;253;3,7;,6;
2015-07-01;1700;143;3,2;,1;
2015-07-01;1800;205;3;,5;
2015-07-01;1900;342;4,2;,9;
2015-07-01;2000;99;5,2;2;
2015-07-01;2100;92;5,3;2,2;
2015-07-01;2200;72;5,5;2,2;
2015-07-01;2300;84;5,1;1,6;
2015-07-02;0000;85;6,5;2,1;
2015-07-02;0100;96;5,2;1,8;
2015-07-02;0200;73;5,3;2,7;
2015-07-02;0300;63;6,3;2,3;
2015-07-02;0400;72;5,3;1,9;
2015-07-02;0500;75;5,4;1,7;
2015-07-02;0600;76;5,8;2;
2015-07-02;0700;82;6,2;2,6;
2015-07-02;0800;78;6,8;2;
2015-07-02;0900;82;5;1,2;
2015-07-02;1000;77;3,6;1,3;
2015-07-02;1100;79;4,3;1,6;
2015-07-02;1200;65;5,4;1,4;
2015-07-02;1300;86;5,5;1,9;
2015-07-02;1400;73;6,8;3,2;
2015-07-02;1500;71;6,9;3,1;
2015-07-02;1600;83;5,9;2;
2015-07-02;1700;93;5,1;2,3;
2015-07-02;1800;82;6,3;2,5;
2015-07-02;1900;80;6,6;2,7;
2015-07-02;2000;76;6;2,2;
2015-07-02;2100;92;5,4;1,4;
2015-07-02;2200;62;4;1,3;
2015-07-02;2300;66;4,8;1,9;
2015-07-03;0000;56;4,4;,9;
2015-07-03;0100;39;4,6;1,4;
2015-07-03;0200;42;4;,9;
2015-07-03;0300;56;3,1;1;
2015-07-03;0400;9;2,1;0;
2015-07-03;0500;188;1,3;0;
2015-07-03;0600;355;,9;,1;
2015-07-03;0700;327;4,6;2,5;
2015-07-03;0800;322;11,8;4,5;
2015-07-03;0900;324;13,6;5,7;
2015-07-03;1000;348;12,4;4;
2015-07-03;1100;202;8,1;2,5;
2015-07-03;1200;226;4,6;,9;
2015-07-03;1300;318;7,3;1,8;
2015-07-03;1400;323;4,6;2,1;
2015-07-03;1500;328;8,1;3,8;
2015-07-03;1600;323;8,1;2,3;
2015-07-03;1700;309;10,8;3,9;
2015-07-03;1800;306;9,5;4,6;
2015-07-03;1900;302;8,6;4,7;
2015-07-03;2000;286;12,6;3,8;
2015-07-03;2100;286;10;3,6;
2015-07-03;2200;279;9,8;2,4;
2015-07-03;2300;282;5,3;2;
2015-07-04;0000;281;5,6;3,5;
2015-07-04;0100;308;5,6;1,7;
2015-07-04;0200;287;6,4;2,7;
2015-07-04;0300;272;9,5;3,4;
2015-07-04;0400;265;6,6;3,4;
2015-07-04;0500;259;7,9;3,9;
2015-07-04;0600;273;7,7;2,9;
2015-07-04;0700;233;9,4;3,8;
2015-07-04;0800;228;7,4;2,6;
2015-07-04;0900;219;7,3;3,1;
2015-07-04;1000;222;6,2;3,3;
2015-07-04;1100;237;8,6;3,6;
2015-07-04;1200;226;8,2;4;
2015-07-04;1300;253;8,4;5;
2015-07-04;1400;232;8,7;4,6;
2015-07-04;1500;220;8,6;3,2;
2015-07-04;1600;235;8,3;3,3;
2015-07-04;1700;230;8,3;2,7;
2015-07-04;1800;239;6,3;3,1;
2015-07-04;1900;215;5,2;1,5;
2015-07-04;2000;192;4,2;,6;
2015-07-04;2100;178;2,4;,5;
2015-07-04;2200;203;2,4;,6;
2015-07-04;2300;140;1,9;,3;
2015-07-05;0000;122;2,8;,8;
2015-07-05;0100;121;3,4;1,2;
2015-07-05;0200;49;2,7;,1;
2015-07-05;0300;null;null;null;
2015-07-05;0400;116;3,2;1;
2015-07-05;0500;null;null;null;
2015-07-05;0600;null;null;null;
2015-07-05;0700;80;2,1;,6;
2015-07-05;0800;null;null;null;
2015-07-05;0900;93;2,8;1,3;
2015-07-05;1000;null;null;null;
2015-07-05;1100;null;null;null;
2015-07-05;1200;86;6,4;2,2;
2015-07-05;1300;73;6,9;3,2;
2015-07-05;1400;86;8,9;2,8;
2015-07-05;1500;95;6,2;2,7;
2015-07-05;1600;93;7,2;3,6;
2015-07-05;1700;75;8;2,8;
2015-07-05;1800;86;6,7;2,7;
2015-07-05;1900;86;5,5;2,7;
2015-07-05;2000;66;7,6;3;
2015-07-05;2100;76;6,2;1,9;
2015-07-05;2200;79;5,6;2,1;
2015-07-05;2300;73;6,3;1,9;
2015-07-06;0000;87;4,3;1,7;
2015-07-06;0100;71;6,5;2,9;
2015-07-06;0200;93;5,9;2;
2015-07-06;0300;85;6,1;1,7;
2015-07-06;0400;81;4,5;1,6;
2015-07-06;0500;79;5,7;2,4;
2015-07-06;0600;71;5,7;1,6;
2015-07-06;0700;73;5,6;2,3;
2015-07-06;0800;66;6,2;1,6;
2015-07-06;0900;54;8,3;2,8;
2015-07-06;1000;90;5,1;1,2;
2015-07-06;1100;75;3,5;1,4;
2015-07-06;1200;80;4,1;1,8;
2015-07-06;1300;50;7,4;3,5;
2015-07-06;1400;54;6,1;2,6;
2015-07-06;1500;74;6,1;2,9;
2015-07-06;1600;57;5,9;1,8;
2015-07-06;1700;36;6,5;2,8;
2015-07-06;1800;28;6,6;2;
2015-07-06;1900;41;5,2;1,5;
2015-07-06;2000;42;6;1,7;
2015-07-06;2100;54;4,5;1,7;
2015-07-06;2200;76;4,5;1,7;
2015-07-06;2300;63;4,3;,7;
2015-07-07;0000;11;2,5;,7;
2015-07-07;0100;65;3,9;1,5;
2015-07-07;0200;59;4,5;2,3;
2015-07-07;0300;55;4,6;,1;
2015-07-07;0400;26;2,3;,1;
2015-07-07;0500;52;2,9;1,4;
2015-07-07;0600;54;2,9;0;
2015-07-07;0700;43;2,8;1,3;
2015-07-07;0800;55;2,5;,7;
2015-07-07;0900;44;2,7;,5;
2015-07-07;1000;44;1,9;1;
2015-07-07;1100;18;2;,7;
2015-07-07;1200;54;1,6;,3;
2015-07-07;1300;19;4,3;1,7;
2015-07-07;1400;315;4,9;1,6;
2015-07-07;1500;320;5;1,3;
2015-07-07;1600;335;3,3;1,3;
2015-07-07;1700;350;2,8;,7;
2015-07-07;1800;284;4;,7;
2015-07-07;1900;280;3,4;,9;
2015-07-07;2000;298;4,1;1,5;
2015-07-07;2100;302;4,1;,4;
2015-07-07;2200;354;2,5;,4;
2015-07-07;2300;50;1,8;0;
2015-07-08;0000;114;1,3;,4;
2015-07-08;0100;279;1,5;0;
2015-07-08;0200;348;,5;0;
2015-07-08;0300;49;1,5;,4;
2015-07-08;0400;241;1,5;0;
2015-07-08;0500;221;4,1;1,2;
2015-07-08;0600;209;2,3;,9;
2015-07-08;0700;224;3,4;1,9;
2015-07-08;0800;127;3,4;1;
2015-07-08;0900;71;3,5;1,8;
2015-07-08;1000;67;3,6;,7;
2015-07-08;1100;23;2,9;,4;
2015-07-08;1200;49;4,1;1,8;
2015-07-08;1300;53;4,6;1,9;
2015-07-08;1400;44;5,5;2,5;
2015-07-08;1500;55;5,7;2,4;
2015-07-08;1600;48;4,8;1,8;
2015-07-08;1700;29;4,8;1,9;
2015-07-08;1800;272;7,1;3,2;
2015-07-08;1900;300;6,9;2,1;
2015-07-08;2000;299;4,1;1,6;
2015-07-08;2100;299;5,8;2,6;
2015-07-08;2200;302;6,7;2,9;
2015-07-08;2300;307;7,5;2,4;
2015-07-09;0000;292;9,5;4,4;
2015-07-09;0100;317;8,6;2,6;
2015-07-09;0200;301;7,4;3,7;
2015-07-09;0300;294;10,3;4,7;
2015-07-09;0400;296;11,7;5,3;
2015-07-09;0500;286;11,8;5,5;
2015-07-09;0600;298;11,2;4,8;
2015-07-09;0700;288;12;5,5;
2015-07-09;0800;281;11,9;5,7;
2015-07-09;0900;271;12,2;4,9;
2015-07-09;1000;274;10;4,5;
2015-07-09;1100;289;10,8;4,9;
2015-07-09;1200;278;11,2;5,2;
2015-07-09;1300;274;12,1;6,9;
2015-07-09;1400;268;12,8;6,6;
2015-07-09;1500;266;12,4;6,1;
2015-07-09;1600;271;12,4;6,3;
2015-07-09;1700;269;13;5;
2015-07-09;1800;267;13,5;7,1;
2015-07-09;1900;268;13,5;4,4;
2015-07-09;2000;255;9;3,1;
2015-07-09;2100;281;6,4;1,5;
2015-07-09;2200;277;4,7;1,3;
2015-07-09;2300;296;4,7;2,4;
2015-07-10;0000;312;7,3;3;
2015-07-10;0100;307;5,6;2,4;
2015-07-10;0200;298;5,2;1,9;
2015-07-10;0300;308;4,8;1,6;
2015-07-10;0400;300;3,8;1,4;
2015-07-10;0500;297;4,1;1,4;
2015-07-10;0600;57;2,5;0;
2015-07-10;0700;296;1;0;
2015-07-10;0800;67;2,2;1;
2015-07-10;0900;90;1,8;0;
2015-07-10;1000;null;null;null;
2015-07-10;1100;5;2,2;0;
2015-07-10;1200;54;2,4;,8;
2015-07-10;1300;33;2;,1;
2015-07-10;1400;53;3;,8;
2015-07-10;1500;27;5,8;1,5;
2015-07-10;1600;346;4,9;2,1;
2015-07-10;1700;333;4,7;1,8;
2015-07-10;1800;14;4,8;1,3;
2015-07-10;1900;29;5,3;1,8;
2015-07-10;2000;63;5,3;0;
2015-07-10;2100;232;8,2;3,6;
2015-07-10;2200;238;7,9;2;
2015-07-10;2300;310;4,5;,2;
2015-07-11;0000;27;2,9;,6;
2015-07-11;0100;28;5,2;1,9;
2015-07-11;0200;308;10,6;5;
2015-07-11;0300;299;12,9;2,8;
2015-07-11;0400;298;7,5;3,4;
2015-07-11;0500;305;7,8;2,3;
2015-07-11;0600;293;6,5;3,1;
2015-07-11;0700;287;7,5;4;
2015-07-11;0800;312;13,1;7,3;
2015-07-11;0900;311;13,9;4,1;
2015-07-11;1000;292;9,7;2,1;
2015-07-11;1100;360;4,9;,9;
2015-07-11;1200;302;3,1;1,8;
2015-07-11;1300;285;5,5;2,9;
2015-07-11;1400;283;7,8;3,3;
2015-07-11;1500;288;7,5;3,7;
2015-07-11;1600;271;11,2;5,4;
2015-07-11;1700;288;10,5;4,3;
2015-07-11;1800;277;9;4,7;
2015-07-11;1900;304;8,7;3,9;
2015-07-11;2000;296;7,5;1,6;
2015-07-11;2100;297;4,4;1,4;
2015-07-11;2200;278;4,7;1,9;
2015-07-11;2300;304;4,7;1,9;
2015-07-12;0000;296;4,4;1,3;
2015-07-12;0100;15;2,9;0;
2015-07-12;0200;295;4,6;1,9;
2015-07-12;0300;291;4,6;2;
2015-07-12;0400;290;5,2;1,9;
2015-07-12;0500;355;5,8;2;
2015-07-12;0600;221;5,8;1,1;
2015-07-12;0700;194;5,6;1,4;
2015-07-12;0800;253;3,4;1,5;
2015-07-12;0900;48;2,7;,1;
2015-07-12;1000;69;1,6;,2;
2015-07-12;1100;8;2,2;,7;
2015-07-12;1200;342;4,3;1,7;
2015-07-12;1300;1;4,8;2,2;
2015-07-12;1400;41;7,2;2,6;
2015-07-12;1500;275;14,8;8,7;
2015-07-12;1600;259;14,8;2,9;
2015-07-12;1700;263;6,8;3,4;
2015-07-12;1800;289;7,7;3;
2015-07-12;1900;277;6,6;2,1;
2015-07-12;2000;46;12;1,1;
2015-07-12;2100;320;3,6;,5;
2015-07-12;2200;287;6,6;2,6;
2015-07-12;2300;302;8,7;2,5;
2015-07-13;0000;349;5,6;2,2;
2015-07-13;0100;216;4,8;,7;
2015-07-13;0200;55;4,5;1,5;
2015-07-13;0300;19;5,6;1;
2015-07-13;0400;109;4,5;,7;
2015-07-13;0500;85;4,5;,6;
2015-07-13;0600;249;5,6;1,7;
2015-07-13;0700;52;3,9;1,5;
2015-07-13;0800;344;4,6;,4;
2015-07-13;0900;52;3,2;,5;
2015-07-13;1000;64;2,1;0;
2015-07-13;1100;61;0;0;
2015-07-13;1200;354;4,5;2;
2015-07-13;1300;352;9,2;3;
2015-07-13;1400;325;8,8;3,4;
2015-07-13;1500;326;10,3;4,7;
2015-07-13;1600;329;12,6;5,4;
2015-07-13;1700;327;10,6;3,8;
2015-07-13;1800;337;9,2;3,8;
2015-07-13;1900;340;9,9;4,2;
2015-07-13;2000;348;9,3;2,2;
2015-07-13;2100;358;6,6;2,5;
2015-07-13;2200;18;5,9;2;
2015-07-13;2300;13;5,1;2,5;
2015-07-14;0000;356;5,9;1,7;
2015-07-14;0100;359;4,4;1,8;
2015-07-14;0200;349;6,4;2,1;
2015-07-14;0300;343;7,6;2,2;
2015-07-14;0400;333;7,4;3;
2015-07-14;0500;344;8,2;2,4;
2015-07-14;0600;341;8,4;2,8;
2015-07-14;0700;342;6,5;2,8;
2015-07-14;0800;343;8,5;2,7;
2015-07-14;0900;334;9;3,1;
2015-07-14;1000;328;7,8;3,1;
2015-07-14;1100;324;8,5;3,4;
2015-07-14;1200;331;10,1;3,7;
2015-07-14;1300;329;11,9;5;
2015-07-14;1400;330;11,9;4,7;
2015-07-14;1500;325;15,2;4,5;
2015-07-14;1600;332;13,4;5,5;
2015-07-14;1700;306;13,2;3,9;
2015-07-14;1800;338;11,8;3,2;
2015-07-14;1900;321;7,5;2,6;
2015-07-14;2000;357;9,6;2,2;
2015-07-14;2100;7;6,2;1,6;
2015-07-14;2200;229;9;2,6;
2015-07-14;2300;253;5,8;2,1;
2015-07-15;0000;159;5,3;,6;
2015-07-15;0100;92;2,5;,6;
2015-07-15;0200;39;2,5;,8;
2015-07-15;0300;353;2,7;,1;
2015-07-15;0400;13;2,7;,2;
2015-07-15;0500;62;2;,7;
2015-07-15;0600;25;2,5;,4;
2015-07-15;0700;337;3,2;1,2;
2015-07-15;0800;35;3,2;1;
2015-07-15;0900;34;2,2;,8;
2015-07-15;1000;81;3,3;1,4;
2015-07-15;1100;25;3,3;,4;
2015-07-15;1200;55;3;,3;
2015-07-15;1300;58;2,3;,5;
2015-07-15;1400;47;3,6;1,7;
2015-07-15;1500;20;3,6;1,3;
2015-07-15;1600;235;4,8;2,7;
2015-07-15;1700;230;5,8;2,4;
2015-07-15;1800;170;4,6;,7;
2015-07-15;1900;211;7,2;3,2;
2015-07-15;2000;216;7,2;2,2;
2015-07-15;2100;146;4,5;,3;
2015-07-15;2200;94;2,4;,6;
2015-07-15;2300;77;3;,7;
2015-07-16;0000;69;3,4;1,3;
2015-07-16;0100;22;4,2;1,3;
2015-07-16;0200;50;5;1,2;
2015-07-16;0300;114;3,5;,1;
2015-07-16;0400;91;3,5;1,4;
2015-07-16;0500;185;3,4;0;
2015-07-16;0600;115;1,5;,4;
2015-07-16;0700;143;1,4;0;
2015-07-16;0800;81;2,2;,7;
2015-07-16;0900;76;2,3;,5;
2015-07-16;1000;53;2,6;,8;
2015-07-16;1100;47;2,6;1,4;
2015-07-16;1200;10;3,5;,7;
2015-07-16;1300;104;2,8;,5;
2015-07-16;1400;250;3,1;,1;
2015-07-16;1500;46;2,7;1,4;
2015-07-16;1600;81;3,8;,6;
2015-07-16;1700;62;2,7;,3;
2015-07-16;1800;68;3,3;1,1;
2015-07-16;1900;59;4,1;2,2;
2015-07-16;2000;39;4,1;,8;
2015-07-16;2100;40;4,2;1;
2015-07-16;2200;70;3,7;1,6;
2015-07-16;2300;40;4,5;1,3;
2015-07-17;0000;97;4,5;,6;
2015-07-17;0100;315;3,7;2;
2015-07-17;0200;267;12,7;3,9;
2015-07-17;0300;265;7,3;,4;
2015-07-17;0400;234;4,8;2;
2015-07-17;0500;150;4,1;,9;
2015-07-17;0600;15;3,3;1,2;
2015-07-17;0700;358;3,8;2;
2015-07-17;0800;340;5,7;2;
2015-07-17;0900;255;5,4;,6;
2015-07-17;1000;266;2,9;1,2;
2015-07-17;1100;272;6;1,9;
2015-07-17;1200;281;9,2;5,2;
2015-07-17;1300;304;9,2;3,4;
2015-07-17;1400;332;7;3,1;
2015-07-17;1500;309;11;5,9;
2015-07-17;1600;322;11,8;3,6;
2015-07-17;1700;277;7,6;2,2;
2015-07-17;1800;302;7,6;3,4;
2015-07-17;1900;286;8,1;3,1;
2015-07-17;2000;297;7,9;3,3;
2015-07-17;2100;267;6,6;2,6;
2015-07-17;2200;278;5,4;3,3;
2015-07-17;2300;257;5,5;2,1;
2015-07-18;0000;286;5,5;2,1;
2015-07-18;0100;294;3,8;,6;
2015-07-18;0200;280;2,6;,7;
2015-07-18;0300;267;2,5;,7;
2015-07-18;0400;272;2,1;,8;
2015-07-18;0500;184;1,7;0;
2015-07-18;0600;68;,9;0;
2015-07-18;0700;77;1,4;,5;
2015-07-18;0800;63;2,2;1,1;
2015-07-18;0900;44;2,3;,5;
2015-07-18;1000;21;1,7;0;
2015-07-18;1100;191;1,4;0;
2015-07-18;1200;74;2,3;1;
2015-07-18;1300;63;3,7;1,9;
2015-07-18;1400;39;4,4;2;
2015-07-18;1500;350;5,6;2,4;
2015-07-18;1600;337;6,9;2,3;
2015-07-18;1700;327;6,1;2,5;
2015-07-18;1800;322;6;1,5;
2015-07-18;1900;310;5,3;2,1;
2015-07-18;2000;339;4,5;1;
2015-07-18;2100;57;3,7;1,8;
2015-07-18;2200;46;4,2;2,2;
2015-07-18;2300;50;4,9;2,1;
2015-07-19;0000;50;4,7;2;
2015-07-19;0100;43;4,7;1,3;
2015-07-19;0200;42;3,2;1;
2015-07-19;0300;42;3,6;1,6;
2015-07-19;0400;7;3,3;,1;
2015-07-19;0500;37;2,3;,6;
2015-07-19;0600;280;1,5;0;
2015-07-19;0700;18;2;0;
2015-07-19;0800;351;2,6;1,3;
2015-07-19;0900;356;3;,8;
2015-07-19;1000;37;2,3;,2;
2015-07-19;1100;8;2,5;1,1;
2015-07-19;1200;45;2,6;,1;
2015-07-19;1300;25;4,5;1,4;
2015-07-19;1400;355;7;2,9;
2015-07-19;1500;323;9,3;4,1;
2015-07-19;1600;324;9,8;2,9;
2015-07-19;1700;322;10,7;4;
2015-07-19;1800;305;10,3;4,6;
2015-07-19;1900;309;10,4;4;
2015-07-19;2000;302;7,5;2,7;
2015-07-19;2100;338;6,1;1,1;
2015-07-19;2200;19;2,7;,5;
2015-07-19;2300;21;1,6;,2;
2015-07-20;0000;28;1,8;,1;
2015-07-20;0100;37;2,2;1,1;
2015-07-20;0200;13;2,2;,5;
2015-07-20;0300;325;2,9;1,4;
2015-07-20;0400;17;2,9;,2;
2015-07-20;0500;18;1,5;0;
2015-07-20;0600;27;1,8;0;
2015-07-20;0700;84;1,9;0;
2015-07-20;0800;77;,9;0;
2015-07-20;0900;57;,9;0;
2015-07-20;1000;58;1,4;,6;
2015-07-20;1100;11;1,8;,3;
2015-07-20;1200;299;4,1;1,7;
2015-07-20;1300;312;6,5;3,1;
2015-07-20;1400;302;10;3,3;
2015-07-20;1500;309;10,9;4,1;
2015-07-20;1600;313;12,4;5,2;
2015-07-20;1700;313;11,9;5,3;
2015-07-20;1800;297;9,9;4,1;
2015-07-20;1900;307;12,2;4,4;
2015-07-20;2000;332;9,9;4,1;
2015-07-20;2100;316;7,6;2,8;
2015-07-20;2200;340;7,5;1,6;
2015-07-20;2300;332;6,7;1,9;
2015-07-21;0000;325;8,7;3,1;
2015-07-21;0100;328;7,4;2,4;
2015-07-21;0200;307;8,2;4;
2015-07-21;0300;300;8,2;2,3;
2015-07-21;0400;233;11,3;4,2;
2015-07-21;0500;224;9;2,9;
2015-07-21;0600;271;6,4;1,5;
2015-07-21;0700;251;3,6;1,1;
2015-07-21;0800;263;5,2;2,4;
2015-07-21;0900;273;4,1;1,6;
2015-07-21;1000;256;4;1,6;
2015-07-21;1100;223;4,5;2,3;
2015-07-21;1200;226;5,7;2,4;
2015-07-21;1300;213;5,7;2,1;
2015-07-21;1400;186;5,2;1,6;
2015-07-21;1500;209;6,5;2,9;
2015-07-21;1600;201;7,2;2,6;
2015-07-21;1700;207;5,6;1,6;
2015-07-21;1800;233;5,2;2,5;
2015-07-21;1900;193;4,9;1,1;
2015-07-21;2000;139;4,7;2;
2015-07-21;2100;73;5,4;2,6;
2015-07-21;2200;88;5,2;1,8;
2015-07-21;2300;63;6,4;3;
2015-07-22;0000;82;5,8;2,5;
2015-07-22;0100;81;7,3;2,9;
2015-07-22;0200;71;6,6;2,6;
2015-07-22;0300;66;6,4;2;
2015-07-22;0400;71;8;3;
2015-07-22;0500;70;6,3;2,5;
2015-07-22;0600;70;6,7;2,8;
2015-07-22;0700;99;6,7;1,8;
2015-07-22;0800;107;4,3;1;
2015-07-22;0900;83;4,6;1,4;
2015-07-22;1000;87;4,2;1,3;
2015-07-22;1100;71;4,5;2,1;
2015-07-22;1200;76;6,5;2,9;
2015-07-22;1300;79;6,7;3,4;
2015-07-22;1400;87;6,7;2,6;
2015-07-22;1500;63;6,5;2,9;
2015-07-22;1600;85;6;2,5;
2015-07-22;1700;64;6;2,2;
2015-07-22;1800;84;6,9;2,4;
2015-07-22;1900;80;5,4;2,6;
2015-07-22;2000;80;5,6;2;
2015-07-22;2100;76;5,4;2;
2015-07-22;2200;79;5,1;1,6;
2015-07-22;2300;73;5,4;2,7;
2015-07-23;0000;75;6,8;2,9;
2015-07-23;0100;71;5,2;1,2;
2015-07-23;0200;71;4,3;1,8;
2015-07-23;0300;70;4;,1;
2015-07-23;0400;78;3,5;,4;
2015-07-23;0500;58;2,6;,5;
2015-07-23;0600;61;2;,1;
2015-07-23;0700;108;3,2;,4;
2015-07-23;0800;77;1,6;,2;
2015-07-23;0900;71;2;,4;
2015-07-23;1000;59;2,5;1;
2015-07-23;1100;64;4,5;1,7;
2015-07-23;1200;77;6,3;2,2;
2015-07-23;1300;63;5,7;2,9;
2015-07-23;1400;71;7,2;3,3;
2015-07-23;1500;60;7,5;3;
2015-07-23;1600;89;6,5;2,2;
2015-07-23;1700;75;6,2;2,1;
2015-07-23;1800;104;5,7;2,5;
2015-07-23;1900;97;5,9;2,8;
2015-07-23;2000;80;7;2,7;
2015-07-23;2100;80;7;1,6;
2015-07-23;2200;65;4,8;1;
2015-07-23;2300;62;3,1;1,1;
2015-07-24;0000;53;5;1,9;
2015-07-24;0100;345;5;,1;
2015-07-24;0200;45;2,4;,5;
2015-07-24;0300;58;4;2,3;
2015-07-24;0400;40;5,1;2,3;
2015-07-24;0500;38;6,6;1,3;
2015-07-24;0600;55;5;1,5;
2015-07-24;0700;10;3,5;,5;
2015-07-24;0800;43;2,6;0;
2015-07-24;0900;353;4,8;1,2;
2015-07-24;1000;326;3,9;,8;
2015-07-24;1100;296;4,1;1,8;
2015-07-24;1200;270;6,2;1,8;
2015-07-24;1300;304;5,3;2,8;
2015-07-24;1400;280;6,9;3,4;
2015-07-24;1500;288;8,4;1,8;
2015-07-24;1600;268;4,2;1,7;
2015-07-24;1700;254;3,9;2,4;
2015-07-24;1800;279;3,8;1,7;
2015-07-24;1900;265;3,4;,6;
2015-07-24;2000;186;1,8;,3;
2015-07-24;2100;237;1,6;0;
2015-07-24;2200;170;2;,7;
2015-07-24;2300;69;2,9;,1;
2015-07-25;0000;60;2,4;,4;
2015-07-25;0100;45;1,3;0;
2015-07-25;0200;97;1,8;,4;
2015-07-25;0300;43;1,3;0;
2015-07-25;0400;171;2,7;1;
2015-07-25;0500;90;2,7;,4;
2015-07-25;0600;106;2,7;,7;
2015-07-25;0700;108;2,8;1,2;
2015-07-25;0800;120;3,2;1,1;
2015-07-25;0900;98;3,6;1,5;
2015-07-25;1000;170;2,9;,1;
2015-07-25;1100;103;2;,7;
2015-07-25;1200;186;2,5;,3;
2015-07-25;1300;126;3,2;,3;
2015-07-25;1400;97;2,6;,4;
2015-07-25;1500;210;3,4;,5;
2015-07-25;1600;188;3,8;1,6;
2015-07-25;1700;199;5;1,4;
2015-07-25;1800;191;4,9;2,4;
2015-07-25;1900;187;6,1;1,8;
2015-07-25;2000;173;4,6;1,8;
2015-07-25;2100;173;4;,5;
2015-07-25;2200;99;2,1;0;
2015-07-25;2300;82;2,1;,7;
2015-07-26;0000;68;2;,5;
2015-07-26;0100;37;1,4;0;
2015-07-26;0200;43;1,3;,1;
2015-07-26;0300;38;1,6;,1;
2015-07-26;0400;69;2,2;1,1;
2015-07-26;0500;91;1,9;,3;
2015-07-26;0600;234;1,2;0;
2015-07-26;0700;233;2,4;,9;
2015-07-26;0800;250;2,4;1,3;
2015-07-26;0900;262;2,4;1,2;
2015-07-26;1000;335;3;0;
2015-07-26;1100;280;2,3;1,1;
2015-07-26;1200;258;2,6;1,5;
2015-07-26;1300;223;3;1,2;
2015-07-26;1400;292;3,2;,9;
2015-07-26;1500;278;3;1,4;
2015-07-26;1600;283;5,1;1,6;
2015-07-26;1700;243;4,9;1,9;
2015-07-26;1800;268;4,8;2;
2015-07-26;1900;229;4,7;1,9;
2015-07-26;2000;240;4,7;2,1;
2015-07-26;2100;220;3,9;1,4;
2015-07-26;2200;223;2,8;,1;
2015-07-26;2300;70;1,6;,9;
2015-07-27;0000;50;1,6;,3;
2015-07-27;0100;76;2,3;,7;
2015-07-27;0200;323;1,6;0;
2015-07-27;0300;55;1,7;0;
2015-07-27;0400;53;1,5;,3;
2015-07-27;0500;86;1,8;,3;
2015-07-27;0600;60;1,3;,1;
2015-07-27;0700;40;1,1;,2;
2015-07-27;0800;335;2;,6;
2015-07-27;0900;322;2,8;,7;
2015-07-27;1000;265;2,8;1,1;
2015-07-27;1100;253;2,7;,2;
2015-07-27;1200;249;2,2;,1;
2015-07-27;1300;20;2,9;,7;
2015-07-27;1400;287;3,6;1,3;
2015-07-27;1500;317;3,9;1,5;
2015-07-27;1600;255;4;1,6;
2015-07-27;1700;253;5,4;3;
2015-07-27;1800;296;5,7;1,8;
2015-07-27;1900;265;4,6;2,4;
2015-07-27;2000;273;4,7;1,7;
2015-07-27;2100;287;2,6;0;
2015-07-27;2200;329;1,8;0;
2015-07-27;2300;2;,9;0;
2015-07-28;0000;80;,9;,1;
2015-07-28;0100;61;1,8;,6;
2015-07-28;0200;63;1,8;0;
2015-07-28;0300;55;1,9;,9;
2015-07-28;0400;91;1,5;0;
2015-07-28;0500;88;1,7;0;
2015-07-28;0600;66;,9;,1;
2015-07-28;0700;68;1,2;,4;
2015-07-28;0800;67;1,2;0;
2015-07-28;0900;null;null;null;
2015-07-28;1000;61;1,7;,1;
2015-07-28;1100;345;1,2;0;
2015-07-28;1200;62;1,3;,3;
2015-07-28;1300;299;2,8;1;
2015-07-28;1400;346;3,3;,5;
2015-07-28;1500;301;4,2;1,6;
2015-07-28;1600;233;4,7;2;
2015-07-28;1700;239;6,6;3,1;
2015-07-28;1800;268;7;1,8;
2015-07-28;1900;231;7;2;
2015-07-28;2000;255;4;2;
2015-07-28;2100;216;3,8;,1;
2015-07-28;2200;166;1,4;,1;
2015-07-28;2300;232;1,9;0;
2015-07-29;0000;66;1,8;,6;
2015-07-29;0100;359;2,6;,5;
2015-07-29;0200;25;2;,6;
2015-07-29;0300;62;1,6;0;
2015-07-29;0400;86;1,4;,1;
2015-07-29;0500;92;1,1;,1;
2015-07-29;0600;63;1,4;0;
2015-07-29;0700;98;,7;0;
2015-07-29;0800;83;0;0;
2015-07-29;0900;null;null;null;
2015-07-29;1000;26;1,4;,1;
2015-07-29;1100;null;null;null;
2015-07-29;1200;98;,5;0;
2015-07-29;1300;84;3,6;1,5;
2015-07-29;1400;182;3,2;1;
2015-07-29;1500;186;5,6;2;
2015-07-29;1600;211;8;2,7;
2015-07-29;1700;212;7,4;2,8;
2015-07-29;1800;202;6,5;1,7;
2015-07-29;1900;220;6,2;2,1;
